lat,lng,name,address,city,operator_type,amenity,geometry,altitude,coordinates,osm_id,osm_type,completeness,is_in_health_zone,speciality,operator,water_source,changeset_id,insurance,staff_doctors,contact_number,uuid,electricity,opening_hours,operational_status,source,is_in_health_area,health_amenity_type,changeset_version,emergency,changeset_timestamp,addr_housenumber,addr_postcode,staff_nurses,changeset_user,wheelchair,beds,url,dispensing,healthcare
14.48126982,121.0461874,Lazarte Medical Clinic,,,,clinic,Point,,,6335055904,node,12,,,,,68092419,,,,19b2265b3c344ba19e1c0b662409d38e,,,,,,,1,,2019-03-13T09:17:44,,,,joblim,,,,,clinic
14.41829356,121.0432904,Wound Algorithm Polyclinic Center,,,,clinic,Point,,,7091766885,node,12,,,,,78963618,,,,580470da97c2440b9a3fadd1b9c1af5a,,,,,,,1,,2019-12-28T20:45:45,,,,GrabPHMikko,,,,,clinic
13.52507614,122.4046376,BMJ Pharmacy,,,,pharmacy,Point,,,4935246944,node,9,,,,,49811837,,,,a2bc3a98c38a443ab9cacecd42244488,,,,,,,1,,2017-06-25T11:17:06,,,,RoccoG,,,,,
11.63662765,124.8392155,Zumarraga Hospital Building,,,,hospital,Point,,,5500060979,node,12,,,,,57473805,,,,d8d2433b49e04d778c18ea6c3e33c1c7,,,,,,,1,,2018-03-24T02:11:20,,,,Bladearc1214,,,,,hospital
16.02801996,120.7475593,St. Joseph Drug,,,,pharmacy,Point,,,4488212294,node,9,,,,,58366099,,,,ba882b8504e4490d994a2282ef453bb4,,,,,,,2,,2018-04-24T08:41:50,,,,GOwin,,,,,
14.42774223,120.9334906,Virata Medical Clinic,,,,hospital,Point,,,1439235447,node,9,,,,,18372734,,,,591892b0f0f742359ed95f993c634b35,,,,,,,3,,2013-10-15T17:19:01,,,,pnorman_mechanical,,,,,
6.501858679,124.8449034,Generic Pharmacy,,,,pharmacy,Point,,,1201633233,node,12,,,,,7557036,,,,0383239c637944f48948c2e6b5015801,,,,,,,1,,2011-03-14T14:41:23,,,,kirkrhean,,,,yes,
16.41195069,120.5999741,Curadent Dental Clinic,Sandico,,,dentist,Point,,,4502582091,node,15,,,,,78153431,,,,3b5c4eaa94574856ac843678ff08278a,,,,,,,3,,2019-12-09T13:36:05,,,,wvdp,,,,,dentist
14.66179246,121.0179162,Quezon City General Hospital,,,,hospital,Point,,,255068757,node,9,,,,,55922145,,,,0d0ab2ea6c17405d836c87ece13584f8,,,,,,,3,,2018-01-31T07:47:07,,,,Rally,,,,,
14.50530434,121.0539913,Medical Clinic,,,,clinic,Point,,,6382646089,node,12,,,,,68868731,,,,e606017ed3704406b3237d094f18e52b,,,,,,,1,,2019-04-04T06:41:19,,,,johnmc08,,,,,clinic
11.45296196,123.1517753,Healthsure drug and convenience store,,,,pharmacy,Point,,,4543999897,node,9,,,,,57932656,,,,e198e9422ee6429bb6d978ac37a5a27f,,,,,,,2,,2018-04-09T07:59:04,,,,GOwin,,,,,
,,Golden Acres Health Center,,,,clinic,Polygon,,"120.99763645432182,14.418448041368151,120.99769906713851,14.418496069673324,120.99775145403333,14.418431948114062,120.99768884121664,14.41838391980886,120.99763645432182,14.418448041368151",273410886,way,9,,,,,55569745,,,,899932caf2bf49bda32e0c38715dedc4,,,,,,,2,,2018-01-19T06:47:34,,,,GOwin,,,,,
15.03222916,120.6886813,Ob-Gyne Clinic,,,,clinic,Point,,,6520556486,node,9,,,,,70911912,,,,ffeff6f3507344e79c717f7f88f8c7c2,,,,,,,1,,2019-06-04T07:34:33,,,,Cedie_Cruz,,,,,
10.69602682,122.5446205,Mercury Drug,,,,pharmacy,Point,,,3394745574,node,9,,,,,29418260,,,,9c1fd9e51d714c38aba98024b40fdc53,,,,,,,1,,2015-03-12T03:06:42,,,,Iloilo Wanderer,,,,,
,,Mercury Drug,,,,pharmacy,Polygon,,"121.28535248918945,14.497269363336073,121.28544837816173,14.497357540957466,121.28552507257575,14.497279337800876,121.2854292674225,14.497191160179483,121.28535248918945,14.497269363336073",284168342,way,9,,,,,38057085,,,,a67a7e4e6cf74b5e8325b58865b245e3,,,,,,,2,,2016-03-25T07:50:50,,,,Rally,,,,,
,,Belo Medical Group,,Muntinlupa,,clinic,Polygon,,"121.03488135725428,14.421444571752687,121.03491262175311,14.421559236188102,121.03492863118822,14.421591674153376,121.0350435470807,14.42149846739008,121.0349349176156,14.421378354717604,121.03488135725428,14.421444571752687",107443880,way,12,,,,,11782471,,,,fdb7f6c7d4a94a45a000200acd802f46,,,,,,,4,,2012-06-03T04:24:24,,,,seav,,,,,
8.189226564,124.0242205,BACOLOD RHU,,,,doctors,Point,,,6489465990,node,9,,,,,70494207,,,,c63df83e37644d48b3a63be88b4c9b55,,,,,,,1,,2019-05-21T22:03:34,,,,RenAshbell,,,,,
10.38329625,123.645882,Well Family Midwife Clinic,,,,clinic,Point,,,6054333502,node,12,,,,,64397454,,,,9a5a5790fd5b45a5b7494ac98ca8546f,,,,,,,1,,2018-11-12T08:59:17,,,,droki,,,,,clinic
13.14806475,123.7204055,Percy Avelino EENT,,,,doctors,Point,,,3940945103,node,12,,,,,62157692,,,,ea6d1a8e39bc487caff6aee34eb39945,,,,,,,3,,2018-08-31T01:52:22,,,,GOwin,,,,,doctor
14.88067966,120.2349828,OB-GYNE,,,,clinic,Point,,,2755467871,node,9,,,,,76136817,,,,f6ab618631ae44cf8b6dd8bf8c941632,,,,,,,5,,2019-10-24T07:17:58,,,,vincentraybea,,,,,
15.71210838,120.904637,Mercury Drug,,,,pharmacy,Point,,,1297320304,node,12,,,,,11061658,,,,a24333ac3caa4ce4b23a1abb7ef342e9,,,,,,,2,,2012-03-22T11:14:41,,,,sherwinjasper,,,,yes,
10.71745516,122.5595042,Cornerstone Pet Hospital,,,,hospital,Point,,,5632334222,node,9,,,,,59146032,,,,4e715252b9be406fbf648a51e9b71069,,,,,,,1,,2018-05-21T10:26:27,,,,iCyC (Elp Arroyo),,,,,
,,Health Center,,,,clinic,Polygon,,"125.97918306236409,8.505732591908384,125.97963593659256,8.50576419168334,125.97966317777787,8.50538382091733,125.97921021973036,8.505352137323342,125.97918306236409,8.505732591908384",315833458,way,9,,,,,27252950,,,,d3db1616b42245208b8ded831496bdec,,,,,,,1,,2014-12-05T00:58:44,,,,Khym,,,,,
,,,,,,,Polygon,,"122.6497381521113,10.875900032270323,122.64999027975875,10.876447957280789,122.65019404382491,10.876368999752884,122.65025179513776,10.87639464837659,122.65052135714382,10.876969479296235,122.65192147024993,10.876358354735856,122.6514010378819,10.87515722801109,122.6513542668622,10.87517818276902,122.6497381521113,10.875900032270323",678070167,way,6,,,,,70339656,,,,f97f9445d9644f6d91ed0340efcb821a,,,,,,,3,,2019-05-17T01:52:59,,,,yumean1119,,,,,rehabilitation
14.44193749,120.9847308,Rapa' Generics Pharmacy,Gloria Diaz,Las Pi?Òas,,pharmacy,Point,,,1599655220,node,18,,,,,63294186,,,,0b062e01efef414685d4f1c0ae7a0b22,,,,,,,2,,2018-10-08T03:04:40,,,,GOwin,,,,,pharmacy
14.55325587,120.9920378,,,,,pharmacy,Point,,,5188793424,node,6,,,,,53238293,,,,c78b2f6e6ff74ce6936e8bb770d1c3d1,,,,,,,1,,2017-10-25T15:15:03,,,,EMP taxi,,,,,
14.84317366,120.8123712,Savemore Pharmacy,,,,pharmacy,Point,,,3051284185,node,9,,,,,25130379,,,,50f90148880e45d6b4b07c42362f5e5f,,,,,,,1,,2014-08-31T04:42:22,,,,ravcvc,,,,,
14.45950135,121.0287236,,,,,pharmacy,Point,,,7007225685,node,6,,,,,77497516,,,,127e45f2d5fc471bb7f457f916c8d730,,,,,,,1,,2019-11-25T02:37:48,,,,Gerald Gomez,,,,,
14.55864392,121.21042,Generika Drugstore,,,,pharmacy,Point,,,4200118731,node,9,,,,,39484835,,,,268e3afd68164f7f82e0de07ba2736ce,,,,,,,1,,2016-05-22T10:31:56,,,,Gaia DM,,,,,
,,Lung Center of the Philippines,Quezon Avenue,Quezon City,government,,Polygon,,"121.0451453329664,14.647624277738714,121.04517223887558,14.647766770092659,121.0452457481664,14.647815720407209,121.04537608676077,14.648356856076077,121.04547784306527,14.648422318739875,121.04617831871349,14.648261889113115,121.04628426596963,14.648095675973195,121.04620824210781,14.64805183861958,121.04627001673424,14.647975898576846,121.04620312914687,14.64762553502419,121.04635676943207,14.647725950224213,121.04662465505749,14.647315572244821,121.04635752380335,14.647144078505903,121.04632525347614,14.647191520077854,121.04615342446107,14.647086243373991,121.0461899695589,14.647026983318568,121.04528204180713,14.646470341128804,121.04515924692566,14.646658850131189,121.04518749393935,14.646802432132546,121.04530995354474,14.646882563126894,121.04533434488297,14.646848029685827,121.04559619553811,14.647015081016065,121.04534431934775,14.647417999101606,121.04526695438142,14.647444318277564,121.0451453329664,14.647624277738714,121.04560164377517,14.64741967548224,121.04579325408173,14.64713661861208,121.04603297651249,14.647273327452837,121.0459985268904,14.647316158978043,121.04560164377517,14.64741967548224,121.04523853972967,14.647680352670932,121.04534264296711,14.647518498120661,121.04542679727496,14.647573567224526,121.04532126911403,14.647723268015199,121.04523853972967,14.647680352670932,121.04564497821457,14.647628720147395,121.04596466400159,14.647555294675584,121.0460327250554,14.647877746490678,121.04564497821457,14.647628720147395,121.04556124300188,14.648229283509778,121.045706920479,14.648013198045959,121.04593549497855,14.648148984877366,121.04556124300188,14.648229283509778,121.0454277192843,14.64783189748033,121.04566366985864,14.64798243646132,121.04551899820984,14.6482005335819,121.0454277192843,14.64783189748033",-84614,way,25,,general;respiratory;COVID-19_referral_hospital,government,,,,,+632 9246101 loc. 285,90a369f2a06e423d8de5fe5d95c70b0b,,,,,,,,,,,,,,,,,,hospital
11.96094444,121.9278139,,,,government,,Point,,,7177704085,node,18,,blood_check,Boracay Reproductive Health Center,,80415638,,,,d1ee3d4669e743e5827da40a1b1cbe70,,Mo-Fr 8:00-17:00,,,,,1,,2020-02-01T18:03:42,,,,mapbeks,,,,,laboratory
13.88625352,122.0970283,Prominent Clinic,,,,clinic,Point,,,4935246945,node,9,,,,,49811837,,,,fe3f3eccf86f4b37a1e51c1d7164b832,,,,,,,1,,2017-06-25T11:17:19,,,,RoccoG,,,,,
14.27307466,121.4559655,TGP,,,,pharmacy,Point,,,1288410445,node,12,,,,,63294186,,,,227982188cdf4fc783ba67d4c9134bea,,,,,,,2,,2018-10-08T03:04:38,,,,GOwin,,,,,pharmacy
14.62342002,120.9988642,TGP,,Quezon City,,pharmacy,Point,,,962802327,node,18,,,,,63294186,,,,ab3b43233d8942c7a19df51eeacdcc93,,,,,,,4,,2018-10-08T03:04:35,,1114,,GOwin,,,,,pharmacy
15.35027293,120.5929781,Capas Medical Center,,,,hospital,Point,,,5733814321,node,9,,,,,60344325,,,,36e8c0cb2ad14cd5857f47bcd6c393d9,,,,,,,1,,2018-07-02T10:56:19,,,,Jccpstlph,,,,,
8.525939936,123.3185699,Dr. Acis Clinic,,,,clinic,Point,,,4862090421,node,9,,,,,48794668,,,,95ba68b4afda427ca58062c019c71287,,,,,,,1,,2017-05-18T15:01:01,,,,Adrian5,,,,,
,,Dupax Del Norte General Hospital,,,,hospital,Polygon,,"121.10047938877568,16.306917145536886,121.10112982446196,16.3073231649266,121.10148236730942,16.306892670379625,121.10135353745767,16.306769037307816,121.10151983441665,16.3065682907268,121.10125169733408,16.306375171677672,121.10105589607599,16.306292861388528,121.10092555748162,16.306284395666324,121.10078063437572,16.306192446188504,121.10054518671564,16.306552281291744,121.10064543427757,16.30664548805504,121.10047938877568,16.306917145536886",207451583,way,9,,,,,21490637,,,,32d1e999956c4443a0e557e18d907c13,,,,,,,3,,2014-04-04T08:49:54,,,,maning,,,,,
,,Southern Philippines Medical Center,J. P. Laurel Avenue,Davao City,government,hospital,Polygon,,"125.61769328761966,7.09890641955289,125.61846065085518,7.09913868208983,125.61812068086249,7.100263365857643,125.61962917197661,7.100688328348554,125.6197282460721,7.100715569533861,125.61955658469509,7.101289226987063,125.61955666851412,7.101578235008475,125.61962942343371,7.101667837553407,125.62103138055852,7.0993064877913525,125.6210997768884,7.099187716223383,125.620604825506,7.099003062896486,125.62074966479281,7.098598552249314,125.62041179027591,7.098476092643949,125.62026854355065,7.098429656900379,125.62041338283751,7.09795105022917,125.62042955991063,7.097811072446177,125.62040718022917,7.097766732178371,125.61906398024558,7.097364819921211,125.61894101772606,7.097820627815793,125.61865485955173,7.097737395517271,125.61851136136937,7.09822823976711,125.61790358957029,7.098051130153067,125.61769328761966,7.09890641955289",151363159,way,34,,,Department of Health,,82859757,,,+6382 2272731 loc. 5140;+6382 3217061,dd44b4fcd56a4472a117228e91f7ef93,,24-Jul,,,,,9,yes,2020-03-31T08:00:00,,,,mueschel,,,,,hospital
10.30814914,123.9089799,Cebu City Social Hygiene Clinic,General Maxilom Avenue Extension,Cebu,government,clinic,Point,,,7141236985,node,28,,,,,82332136,,,+6332 2326863;+6332 2326848;+6332 3659962;+63917 3291663,99f836a86bf44163a8845f38f94f4d33,,,,https://data.gov.ph/?q=dataset/hiv-testing-hospitals,,,7,,2020-03-18T06:23:24,,,,mapbeks,,,,,clinic
14.72136114,120.5353992,Abucay health Center,,,,hospital,Point,,,1367547424,node,9,,,,,8775294,,,,91418ed32698419d9d720a5db75b01c0,,,,,,,1,,2011-07-20T07:08:21,,,,ferci,,,,,
,,Maxicare Healthcare Corporation - Primary Care Center,Mindanao Avenue,Cebu,,clinic,Polygon,,"123.90701206111208,10.31938147558904,123.90707794287101,10.319464288792403,123.90721247241697,10.319360688469175,123.90714667447702,10.31927787526584,123.90701206111208,10.31938147558904",150954402,way,21,,,,,78462500,,,,708b42b1a47042b9ad44899cebe4b193,,,,,,,6,,2019-12-16T08:37:04,,6000,,raytsky123,,,,,clinic
14.5915522,121.1385523,Jasmir Drug Store,,,,pharmacy,Point,,,3604190898,node,9,,,,,32064751,,,,d39597cf52fa4dadb27bc2d517c81a1c,,,,,,,1,,2015-06-19T02:04:39,,,,AaronT12,,,,,
14.54267573,121.0816847,,,,,clinic,Point,,,6163163738,node,6,,,,,65777539,,,,47733af907664cc8ab4922bc2abfea18,,,,,,,1,,2018-12-26T08:40:26,,,,mapbeks,,,,,
13.39224493,121.1663135,Labaguis Neurological Clinic,,,,doctors,Point,,,4743071822,node,9,,,,,57553469,,,,1afb87a4060d4fcabba0614fbf7a1356,,,,,,,2,,2018-03-27T03:39:11,,,,TagaSanPedroAko,,,,,
,,Tabango Community Hospital,,,,hospital,Polygon,,"124.37668622192678,11.309895281122436,124.37679627631542,11.309990499542494,124.3769105216557,11.309848761559834,124.37703365181329,11.309967197851677,124.37714362238296,11.30984658226501,124.37692569290044,11.3096455842269,124.37668622192678,11.309895281122436",289852347,way,9,,,,,23171165,,,,a295fb8f0cd14b8fb7a05f8872f66a04,,,,,,,1,,2014-06-26T07:18:17,,,,Candeze,,,,,
9.310454138,123.3073397,Mercury Drug,,Dumaguete,,hospital,Point,,,1511552455,node,12,,,,,23337066,,,,71d6f7327531435c9ce4834437570875,,,,,,,4,,2014-06-30T11:06:12,,,,GOwin,,,,,
13.96214452,121.5255078,Pediatrician,Quezon Avenue,,,doctors,Point,,,3215179495,node,18,,,,,42398319,,,,36dc9a4e3d6c4f55b9d964c143febbee,,Mo-Sa 08:01-17:00,,blurry phototag,,,3,,2016-09-24T03:22:06,,,,Rico FanFan,,,,,
13.96114917,121.5258611,L. Casimiro Castillo Dental Clinic,,,,dentist,Point,,,3215179491,node,9,,,,,27170090,,,,156398991b374882b295ac9da108069b,,,,,,,1,,2014-12-02T01:20:22,,,,Rally,,,,,
16.40925876,120.5995402,Watsons,,,,pharmacy,Point,,,7035363175,node,9,,,,,77981247,,,,6e552af6aa5a4ee6a9badf3c454d238a,,,,,,,1,,2019-12-05T09:01:27,,,,VMPanes,,,,,
14.57658966,121.0593696,Mercury Drug,Shaw Boulevard,,,pharmacy,Point,,,4217096997,node,18,,,,,82610762,,,,8397222677074517a706975941038284,,Mo-Su 07:00-22:00,,,,,5,,2020-03-25T12:05:24,,,,blooferlady,,,,,pharmacy
,,Abandoned Andres-Maria Rios Memorial,,,,hospital,Polygon,,"123.73551848982004,13.329850629821834,123.73557883952287,13.330265198752812,123.73592056971529,13.330217924818896,123.73591394801178,13.330172746360802,123.73607949059942,13.330149947584175,123.73607186306754,13.330097225413198,123.73618066017076,13.33008222180652,123.73615727466091,13.329921540722694,123.73630596962317,13.329901088878955,123.73629029546424,13.329793549061236,123.73601008844116,13.329832273453889,123.73600296382347,13.329783826053557,123.73551848982004,13.329850629821834",330503423,way,9,,,,,29135278,,,,de343d45ba3a419385f6609c4143046a,,,,,,,1,,2015-02-27T13:25:08,,,,Orangeab,,,,,
6.996156692,126.031715,Panikian Health Station,,,,clinic,Point,,,6448642589,node,9,,,,,69890777,,,,eef78e7b8a194f6bb9bb59a6c1eb4c24,,,,,,,1,,2019-05-04T22:01:59,,,,Rusbert,,,,,
,,Western Visayas Medical Center,Q. Abeto St.,Iloilo City,government,hospital,Polygon,,"122.54105437225002,10.71948022418843,122.54146466641032,10.71952766576041,122.5417033830127,10.719551386546385,122.5419688378862,10.719556750964415,122.54248482784561,10.71959413425256,122.54251768490604,10.718142556260972,122.5410918393572,10.718064939837603,122.54105437225002,10.71948022418843",142840762,way,28,,,,,81344087,,,+6333 3213544;+6333 3211797,b2fee27f655a451c911c78ffc7685061,,,,,,,4,yes,2020-02-22T11:51:52,,,,mapbeks,,,,,hospital
,,Barangay Paknaan Health Center,,,,clinic,Polygon,,"123.95853478172933,10.346620481608142,123.95858389968197,10.346667587903994,123.95866545559983,10.346585026157726,123.95861633764724,10.346538087499965,123.95853478172933,10.346620481608142",458004765,way,9,,,,,44198299,,,,e967dde875c3461784c53ca35284111a,,,,,,,1,,2016-12-06T03:59:07,,,,eli bryn,,,,,
14.61577414,121.061404,Ohana Dentistry,15th Avenue,,,dentist,Point,,,5624708221,node,21,,,,,59053191,,,,c619d3317c2348adb849204439424693,,Mo-Sa 09:00-18:00; Su 12:00-19:00,,,,,1,,2018-05-17T14:35:10,55,1109,,Ricci Erni,,,,,
,,,,,,hospital,Polygon,,"125.03813765679917,6.237072178272513,125.03825483580556,6.237163457198079,125.03834192377951,6.23705298371425,125.03835835230973,6.237065640388039,125.03845155907305,6.236947455553292,125.03843697456153,6.23693613998401,125.03851492626103,6.236837233526558,125.0383958194169,6.236744529677452,125.03813765679917,6.237072178272513",315838499,way,6,,,,,27253865,,,,d7d7f33b5ffe4e56ab4a07a84e526cab,,,,,,,1,,2014-12-05T03:11:48,,,,Khym,,,,,
14.64450235,121.0495343,,,,,pharmacy,Point,,,1869506650,node,6,,,,,12757814,,,,a7097fa2c214472bba74905785c21868,,,,,,,1,,2012-08-17T04:38:40,,,,murlwe,,,,,
14.44825602,120.9859222,,,,private,,Point,,,7039943585,node,18,,blood_check,University of Perpetual Help Rizal Medical Center,,78963618,,,+63 2 874 8515 loc. 221;+63 2 8737210,623954691cab4bad8fc07412694ab4e9,,,,,,,3,,2019-12-28T19:42:19,,,,GrabPHMikko,,,,,laboratory
13.75744345,121.0568745,BP Generic Express,,,,pharmacy,Point,,,3666077241,node,9,,,,,32873827,,,,cea1c0714dee41d5bcdc97ba93fc2ad4,,,,,,,1,,2015-07-25T15:50:56,,,,TagaSanPedroAko,,,,,
,,,,,,hospital,Polygon,,"120.9224616793295,14.038083226505336,120.92262554553656,14.038086579266604,120.92263208342104,14.037789943713278,120.92251238984375,14.03778759678039,120.92251238984375,14.03773386878106,120.92247835931681,14.03773386878106,120.92247835931681,14.037786842409105,120.92246804957591,14.037786674771041,120.9224616793295,14.038083226505336",245029143,way,6,,,,,43396049,,,,f6d29102b73342b497ba9ca4b8eeb500,,,,,,,3,,2016-11-04T07:06:24,,,,ianpangilinan,,,,,
6.922701883,122.079114,Cecile's Pharmacy and Convenience Store,Veterans Avenue Extension,Zamboanga City,,pharmacy,Point,,,3921313146,node,18,,,,,36292111,,,,12ffdc5b3c3d4c7fb5a87817f38d027c,,,,,,,1,,2016-01-01T02:05:35,,7000,,Mars Baybay,,,,,
10.33783977,123.942846,,,,,doctors,Point,,,2141326866,node,6,,,,,14909227,,,,c1b0317ddebf4d58aa2d6e07dc968aee,,,,,,,1,,2013-02-04T13:19:04,,,,BossFish,,,,,
9.895763861,124.4416192,,,,,pharmacy,Point,,,5909073185,node,6,,,,,65832605,,,,9e40c135d75a4b91b0beb9f582da12b4,,,,,,,2,,2018-12-28T06:35:33,,,,GOwin,,,,,
,,Limangco Clinic,,,,clinic,Polygon,,"120.54202779758452,14.897599620101118,120.54206953946237,14.897623340887122,120.54210675511246,14.897561985355878,120.54206492941563,14.897538348388935,120.54202779758452,14.897599620101118",248962403,way,9,,,,,25340604,,,,63a90c121b37457babcf5bd5bc96d635,,,,,,,2,,2014-09-10T03:22:33,,,,JAO VITUG,,,,,
,,Barangay Health Station Naile,,,,doctors,Polygon,,"122.17416179035797,11.767856570442461,122.17434015725752,11.76789755794897,122.17439857912262,11.76766579832622,122.17421794910922,11.767627744485821,122.17416179035797,11.767856570442461",272625588,way,9,,,,,21556984,,,,8b8355aa59db4f8f8d82e510e87271ac,,,,,,,1,,2014-04-07T17:45:26,,,,Gero,,,,,
15.02689358,120.9350479,,,,,dentist,Point,,,7010434518,node,9,,,,,77553149,,,,121564b8f4cf4dfa9492ce1b70f3d643,,,,,,,1,,2019-11-26T05:54:58,,,,khrystle,,,,,dentist
14.70672357,121.0685843,TGP,,,,pharmacy,Point,,,4413999889,node,12,,,,,63294186,,,,9dabbffcfdba4532ac87197f7607dbbc,,,,,,,2,,2018-10-08T03:04:55,,,,GOwin,,,,,pharmacy
,,Rubillo Memorial Hospital,,,,hospital,Polygon,,"125.46633489176907,7.177780044596631,125.4665763743995,7.1779854850433935,125.46682188034345,7.177701422344853,125.46658048153205,7.177495981898062,125.46633489176907,7.177780044596631",315838603,way,9,,,,,27253901,,,,96dc66d060cd4b2492a4afa12d0f4705,,,,,,,1,,2014-12-05T03:17:55,,,,Khym,,,,,
14.64468826,121.0390053,KLINIKA SA BANTAYOG ,,,,clinic,Point,,,4274875291,node,9,,,,,40408251,,,,225ef95bba8442729229f1a95481f88e,,,,,,,1,,2016-07-01T04:55:14,,,,DARWIN MISOLA,,,,,
14.37538886,121.0476375,TGP,,,,pharmacy,Point,,,3657624592,node,12,,,,,63294186,,,,890ef4863a6b41a681a255ab147df47b,,,,,,,2,,2018-10-08T03:04:51,,,,GOwin,,,,,pharmacy
14.55847813,121.081607,Mercury Drug,,Pasig,,pharmacy,Point,,,1966230657,node,18,,,,,67742971,,,,028767dfbcb845f6880c968ad135f465,,,,,,,6,,2019-03-03T17:36:24,,,,Timothy Smith,,,,yes,pharmacy
14.67736377,121.1119644,Mercury Drugstore - Puregold San Mateo,,,,pharmacy,Point,,,1356075411,node,9,,,,,18314197,,,,3461b582aadf4b1ea9097149d806a6bf,,,,,,,2,,2013-10-12T12:52:54,,,,Rally,,,,,
14.59213507,121.0262181,,,,,clinic,Point,,,6522507069,node,6,,,,,70944341,,,,4f0894ef3fca406abeb7cdf27703449f,,,,,,,1,,2019-06-05T05:19:55,,,,GOwin,,,,,
,,Providence Hospital,Quezon Avenue,Quezon City,,hospital,Polygon,,"121.03139289297252,14.641318152886129,121.03169799424802,14.641510517563944,121.03195364229481,14.641131068807283,121.03164862483834,14.640938620310436,121.03139289297252,14.641318152886129",193633009,way,21,,,,,81656790,,,,55ce09405c604b549e41db076f316117,,,,,,,5,yes,2020-03-02T00:12:58,,1104,,GOwin,,,,,
,,Balalta Hospital,,,,hospital,Polygon,,"120.97336254655033,14.21903527261449,120.9733817411086,14.219109620095622,120.97344452156341,14.21909436503185,120.97342532700515,14.219020017550719,120.97336254655033,14.21903527261449",117913638,way,9,,,,,18372734,,,,c40fccac33764ddaac0441aef4f896b6,,,,,,,3,,2013-10-15T19:02:11,,,,pnorman_mechanical,,,,,
15.71291178,120.9044009,Munoz Hospital,,,,hospital,Point,,,1708046145,node,9,,,,,11234194,,,,5433e4b3c3694cbabc06b86947ea1a81,,,,,,,1,,2012-04-09T08:03:57,,,,sherwinjasper,,,,,
17.86435489,120.4567174,JIQG PHARMACY,"Manila North Road Corner Villamore Street, Sinait, Ilocos Sur",,,pharmacy,Point,,,4409383989,node,15,,,Joy Quitoriano,,42293832,,,,5c7290d88ec244759f268f84a2fa17c0,,,,,,,1,,2016-09-20T09:33:52,,,,TITOBOY,,,,,
14.24759845,121.0641718,Paseo Skin Care Center,,,,clinic,Point,,,6138657486,node,12,,,Vilma Herce-Bala M. D.,,65494054,,,,c395c9f07e6e44fcb5871d0c9879f906,,,,,,,1,,2018-12-15T08:45:14,,,,suave06,,,,,
15.97855248,120.5710766,Mercury Drug,,,,pharmacy,Point,,,5110376122,node,9,,,,,52108823,,,,18ebd1902bc249d6b544104bc6c2599e,,,,,,,1,,2017-09-17T05:11:53,,,,Kratellismorru,,,,,
11.01443294,124.6069294,Luz Pharmacy,,,,pharmacy,Point,,,1189706060,node,12,,,,,7476917,,,,e92bbeb8ce914bc5b7e162c9f81aab68,,,,,,,1,,2011-03-06T18:43:57,,,,axk,,,,no,
,,,,,,hospital,Polygon,,"120.7668175325673,16.6270497718329,120.76684385174326,16.62714012874912,120.76709388391492,16.62707357643791,120.767067648558,16.62698313570266,120.7668175325673,16.6270497718329",472150818,way,9,,,,,82847029,,,,24e213eae8c648ebae7f0d4f7ad0ec8a,,,,,,,5,,2020-03-31T00:29:55,,,,mapeadora,,,,,hospital
14.44587715,120.9512709,TGP,,,,pharmacy,Point,,,1196690073,node,12,,,,,63294186,,,,a96b906238ca49fa8db1a52984729a9b,,,,,,,6,,2018-10-08T03:04:37,,,,GOwin,,,,,pharmacy
14.58549384,121.0481705,,,,private,,Point,,,7039917385,node,18,,blood_check,The SHIP Foundation,,78963445,,,+63 2 491 7349,c48aeec7933942e380a44d09b50767ea,,,,,,,4,,2019-12-28T19:20:57,,,,GrabPHMikko,,,,,laboratory
7.91846846,125.3296597,Joeb's Pharmacy,,,,pharmacy,Point,,,3797828998,node,9,,,,,34793984,,,,85933a024f8d40b293cb7b95c74e3fb2,,,,,,,1,,2015-10-22T08:10:41,,,,Junjie,,,,,
11.1044918,122.6425787,Jhime Drug Store,F Palmares Sr St,Passi City,,pharmacy,Point,,,1133533962,node,15,,,,,73823158,,,,f64ec9299e78468f8a27180af570904e,,,,,,,5,,2019-08-28T06:23:40,,,,Oslec,,,,,
14.51945718,121.059814,Optal Clinic,,,,,Point,,,6448950012,node,9,,,,,69894391,,,,8c937504ad0e43afb24b01ecf9174832,,,,,,,1,,2019-05-05T05:07:57,,,,Philippine Red Cross,,,,,optometrist
7.104871652,124.8389183,Mindanao Doctors Hospital andOsias Cancer Center Incorporated,Davao-Cotabato National Highway,,,hospital,Point,,,5334999422,node,15,,,,,55380753,,,,e5541bb795b748659859836dc5488331,,,,,,,1,,2018-01-12T13:48:07,,9407,,Datu Bien Manamba,,,,,
,,Mercury Drug,Alabang-Zapote Road,Las Pi?ü?Òas,,pharmacy,Polygon,,"120.9851495978881,14.447595690558899,120.98522235280763,14.447849159310863,120.98534037000434,14.447808590899484,120.98527448824541,14.447561827670057,120.9851495978881,14.447595690558899",86812307,way,18,,,,,8133449,,,,170ed486266847c88126821b52730e61,,24-Jul,,,,,2,,2011-05-13T17:14:58,,,,seav,,,,,
11.71207785,122.2930563,Dr. Ramon B. Legaspi Sr. Memorial Hospital,,,,hospital,Point,,,5435649951,node,15,,gynaecology;paediatrics;dermatology;cardiology;clinic,,,56665365,,,,87654c9e0d164e7cb753ea9964a09f31,,,,,,,1,,2018-02-25T16:40:04,,,,d00i,,,,,hospital
